Comment_ID,Post_ID,Comment_Text,Comment_Date,Comment
1644539648_1,1644539648,長知識推,2022-02-11,Long knowledge push
1644539648_2,1644539648,雖然你說登革熱疫苗只是沒有避免ADE,2022-02-11,Although you said that dengue hot vaccine did not avoid ADE
1644539648_3,1644539648,，但實際上就是打了疫苗的人初次感染,2022-02-11,"But in fact, the first time the vaccine was infected"
1644539648_4,1644539648,反而增加風險，版友們雖然細節沒你清,2022-02-11,"Instead, the risk is increased. Although the details are not clear, the details"
1644539648_5,1644539648,楚，但不影響對此次疫苗的疑慮。,2022-02-11,"Chu, but does not affect doubts about the vaccine."
1644539648_6,1644539648,所以你也無法確定沒有ADE不是嗎？你,2022-02-11,"So you can't be sure not to not be ADE, isn't it? you"
1644539648_7,1644539648,有證據沒有ADE嗎？懷疑的人沒有證據,2022-02-11,Is there any evidence that there is no ADE? People who are suspicious have no evidence
1644539648_8,1644539648,就不能有疑慮？科學應該是在不斷反覆,2022-02-11,Can't have doubts? Science should be constantly repeatedly
1644539648_9,1644539648,辯證中獲得證實。提供數據和客觀分析,2022-02-11,A dialectical confirmation is obtained. Provide data and objective analysis
1644539648_10,1644539648,是政府和科學家的責任。以安全性優先,2022-02-11,It is the responsibility of the government and scientists. Preferred by security
1644539648_11,1644539648,考量應該是反方提出證據。,2022-02-11,Consultation should be evidence of the opposite side.
1644539648_12,1644539648,推專業文~~~，感覺獲得不少知識~~~,2022-02-11,"Push professional essay ~~~, feel that you can get a lot of knowledge ~~~"
1644539648_13,1644539648,推一個，就一個專注於現在，一個猜測未,2022-02-11,"Push one, just focus on the present, one guess no"
1644539648_14,1644539648,來，觀點不同，結果自然不一樣。以mRNA,2022-02-11,"Come, the views are different, and the results are naturally different. MRNA"
1644539648_15,1644539648,的多變性，未來不能說不可能，只是目前,2022-02-11,"The variability, it cannot be said in the future, it is impossible, but the current is currently"
1644539648_16,1644539648,確實還沒拯救地球,2022-02-11,I really haven't saved the earth yet
1644539648_17,1644539648,先研究不傷身體有沒有聽過？這就是為,2022-02-11,Have you studied not hurt your body first? This is for
1644539648_18,1644539648,什麼製藥者或科學家要提出證據，至少,2022-02-11,"What kind of pharmacist or scientists want evidence, at least"
1644539648_19,1644539648,要根據所有已知可能發生的危險先做好,2022-02-11,To do well according to all the dangers that may occur
1644539648_20,1644539648,研究。,2022-02-11,Research.
1644539648_21,1644539648,老實說 我一直都佩服你的專業意見 99%我,2022-02-11,"To be honest, I always admire your professional opinions 99%of me"
1644539648_22,1644539648,都是相信你的 但是提到高端 全篇作廢 一,2022-02-11,"I believe you, but mention that the high -end chapter is invalid"
1644539648_23,1644539648,個字我都不會信 我只信何大一,2022-02-11,"I won't believe it, I just believe in what is the first"
1644539648_24,1644539648,我只知道有人提數據 別的數據要自己附上,2022-02-11,I only know that some people mention data and other data to be attached by myself
1644539648_25,1644539648,高端的數據 都叫人Google,2022-02-11,High -end data is called Google
1644507597_0,1644507597,比恐慌仔好,2022-02-10,Better than panic
1644507597_1,1644507597,不打疫苗的人94破口，但是只防重症喔～,2022-02-10,"People who do not take the vaccine 94 broke the mouth, but only prevent severe illnesses ~"
1644507597_2,1644507597,真的 打疫苗還不是會中 有差嗎,2022-02-10,Isn't it really bad?
1644507597_3,1644507597,當局者迷，人們需要希望，十年後再回頭,2022-02-10,"The authorities are fascinated, people need to hope, and then look back in ten years"
1644507597_4,1644507597,看這一個目前號稱可以成功抗疫的疫苗吧,2022-02-10,Look at this vaccine that is currently claiming to be able to succeed in resistance.
1644507597_5,1644507597,！,2022-02-10,Intersection
1644507597_6,1644507597,疫苗仔防重症啦。可是副作用重症，混很大,2022-02-10,"The vaccine is severe. But the side effects are severe, and it is very mixed"
1644507597_7,1644507597,某專家說要95%打疫苗來達到群體免疫，,2022-02-11,"A certain expert said that 95%of vaccines should be used to achieve group immunity,"
1644507597_8,1644507597,拿原始病毒株疫苗對抗歐姆龍，我也醉了,2022-02-11,"Fighting Omron with the primitive virus strain vaccine, I was also drunk"
1644507597_9,1644507597,COVID19目前有證實ADE了嗎？XD,2022-02-11,Does Covid19 have confirmed Ade? XD
1644507597_10,1644507597,登革熱本身就會發生ADE喔，疫苗只是沒,2022-02-11,"Dengue fever itself will occur in ADE, the vaccine is just not"
1644507597_11,1644507597,避掉這個問題，你知道嗎？,2022-02-11,"Avoid this problem, do you know?"
1644507597_12,1644507597,我怎麼記得，昨天才打臉過一個人，結果,2022-02-11,"How do I remember, I just had a face yesterday, but the result"
1644507597_13,1644507597,又有人提登革熱...同一個嗎？XD,2022-02-11,Are there any people Tingden Revolution ... Is the same one? XD
1644507597_14,1644507597,霍亂疫苗，非常重要的疫苗之一，效力大,2022-02-11,"Vaca vaccine, one of the very important vaccines, great efficiency"
1644507597_15,1644507597,概6個月~1年，對於反疫苗仔來說這個不,2022-02-11,"About 6 months to 1 year, this is not this for anti -vaccine"
1644507597_16,1644507597,該稱為疫苗,2022-02-11,It is called vaccine
1644507597_17,1644507597,目前4億人染疫，也有數億人接種疫苗，,2022-02-11,"At present, 400 million people have infected, and hundreds of millions of people have vaccinated vaccines."
1644507597_18,1644507597,所以那個ADE的證據在哪呢？之前那個人,2022-02-11,So where is that ADE evidence? That person before
1644507597_19,1644507597,很肯定的說有XD,2022-02-11,Very sure to say that there is XD
1644507597_20,1644507597,拜託，反疫苗仔給力一點，拿出點證據吧,2022-02-11,"Please, the anti -vaccine is a bit powerful, take out some evidence"
1644507597_21,1644507597,COVID19從2020年初，疫苗研發一開始，就,2022-02-11,"COVID19 has been in the beginning of 2020, the beginning of the vaccine development,"
1644507597_22,1644507597,有人關注ADE的問題，因為要確保不會有AD,2022-02-11,"Some people pay attention to the question of ADE, because it is necessary to ensure that there will be no AD"
1644507597_23,1644507597,E發生，兩年多過去了，所以ADE發生了嗎,2022-02-11,"E happened, more than two years passed, so did ADE happen?"
1644507597_24,1644507597,？,2022-02-11,Intersection
1644507597_25,1644507597,他完全不了解登革熱,2022-02-11,He doesn't know dengue fever at all
1644507412_0,1644507412,日本不愛打疫苗 也打那麼多 厲害的病,2022-02-10,Japan does not like to be vaccine and also hit so many severe diseases
1644507412_1,1644507412,疫苗剛上市時，回報數都是最高的喔,2022-02-11,"When the vaccine was just listed, the returns were the highest"
1644507412_2,1644507412,我解釋過兩次了，沒看到回去看吧,2022-02-11,"I have explained twice, I haven't seen it to go back and watch"
1644507412_3,1644507412,砸錢加速研發，跟副作用大不大一點關係,2022-02-11,"Spell money to accelerate research and development, which is not much related to side effects"
1644507412_4,1644507412,都沒有,2022-02-11,nothing
1644507412_5,1644507412,不是什麼都可以用砸錢和加班來加速的,2022-02-11,You can speed up with everything and work overtime.
1644507412_6,1644507412,https://i.imgur.com/K9LNmaJ.jpg,2022-02-11,https://i.imgur.com/k9lnmaj.jpg
1644507412_7,1644507412,好險我還沒打疫苗,2022-02-11,"Good danger, I haven't vaccinated yet"
1644487929_0,1644487929,1922,2022-02-10,1922
1644487929_1,1644487929,300,2022-02-10,300
1644487929_2,1644487929,不一定吧。老人說都沒副作用但容易重症不是?,2022-02-10,"Maybe not. The old man said that there is no side effect, but it is easy to be severely ill?"
1644487929_3,1644487929,年輕人AZ副作用強、染疫重症少,2022-02-10,Young people AZ has strong side effects and fewer infection.
1644487929_4,1644487929,老人反之,2022-02-10,Old man
1644487929_5,1644487929,罰你去重讀生理學,2022-02-10,Punish you to re -read physiology
1644487929_6,1644487929,沒有 你想多了 兩個就不一樣的東西,2022-02-10,"Without you think more, there are things that are different"
1644487929_7,1644487929,你感染看看就知道了,2022-02-10,You know if you are infected
1644487929_8,1644487929,https://i.imgur.com/spPlGHI.jpg 騙?,2022-02-10,https://i.imgur.com/spplghi.jpg deception?
1644487929_9,1644487929,應該剛好相反,2022-02-10,It should just be the opposite
1644487929_10,1644487929,無法比較，一個人不可能同時打疫苗又,2022-02-10,"Can't compare, it is impossible for a person to vaccine at the same time"
1644487929_11,1644487929,不打疫苗,2022-02-10,Not vaccine
1644487929_12,1644487929,的狀態下染疫,2022-02-10,Infection in the state
223980762_01,223980762,沒打過原始莫德納 次世代的打完只有手痠,2022-10-9,"I have never played the original Modner's next generation, only hand acid is sour"
223980762_02,223980762,是說11號 開放18歲以上打需要特別資格嗎？還是不用？ 家裡附近診所 竟然說不行 是資訊比較慢嗎,2022-10-12,Does it mean that it is necessary to play special qualifications for opening 18 years or more? Still not? The clinic near the family said no information is relatively slow?
223980762_03,223980762,我打完發燒、畏寒、頭痛、身體痠痛、嗜睡、施打部疼痛。 我覺得是每個人的體質欸，像我打完就還蠻不舒服的。,2022-10-25,"I finished fever, chills, headaches, sore body, drowsiness, and pain. I think it is everyone's constitution, and it is quite uncomfortable like I finished playing."
223980762_04,223980762,我打完第三天就確診⋯,2022-10-25,I confirmed on the third day after I finished playing ...
223980762_05,223980762,我也是打完第三天確診,2022-10-25,I also confirmed on the third day of the game
236520701_01,236520701,幹 嘴破超痛,2021-7-19,Drying is super painful
236520701_02,236520701,家裡兩個長輩打az也是嘴破洞,2021-7-19,Two elders in the family are playing az
236520701_03,236520701,我在區醫院打完AZ約莫10分鐘心悸頭暈嘔吐血壓不穩，到他們急診後穩定下來，開了心悸跟暈眩止吐的藥就回家，後續開始出現拉肚子，咳嗽，胸痛，發燒，全身痠痛，但心悸等等的都沒改善，都一直要靠口服藥物緩解，到第三天持續發燒，是真的完全不行就大醫院掛急診，後來打一瓶抗生素跟一些藥物就好了，完全覺得早就該去大醫院掛急診了，真的不舒服直接去大醫院掛急診。,2021-7-19,"I finished AZ at the district hospital for about 10 minutes. I was stable and vomit vomiting and blood pressure. After they stabilized after their emergency department, I went home with my palpitations and dizziness and vomiting. Sore pain, but palpitations, etc. have not improved, and they have always relied on oral drugs to relieve it. On the third day, a fever continues to have a fever. I felt that I should have gone to a large hospital for an emergency consultation."
236520701_04,236520701,原來不是我的錯覺！是真的會漲奶？,2021-7-19,It turned out to be my illusion! Will it really increase milk?
236520701_05,236520701,原po辛苦了 我是打了莫德納之後 一直有地震晃動感頭暈、耳朵內部靠近外耳有刺痛感到現在 已經10天了 也去掛過急診打止暈針、吃止暈藥 今天看神經科醫生說莫德納有一個副作用是影響顏面神經第七對腦神經 第八對腦神經則跟平衡有關且兩對神經靠近都在內耳 醫生認為有關聯性 但也很難證明就是因為疫苗 我現在也只能繼續吃止暈藥再觀察⋯⋯😭😭😭,2021-7-19,"The original PO has worked hard. I have been shaking dizziness after Modner, and the tingling of the ears inside the ears. The doctor said that there is a side effect of Modna that affects the facial nerves. The eighth pair of brain nerves are related to balance and two pairs of nerves are close to the inner ear. I can only continue to take a halo medicine before observing ⋯ 😭😭😭 😭😭😭 😭😭😭 😭😭😭 😭😭😭 😭😭😭"
236520701_06,236520701,那就別打 你應該比較喜歡確診後的重症,2021-7-19,"Then don't hit you, you should prefer to be diagnosed with the most illness after diagnosis"
236520701_07,236520701,"我知道那個好像有兩個牌子 妥治安跟克潰淨
但不是每一間藥局都有賣 要一間一間問😭",2021-7-19,"I know that there seems to be two brands of a brand of peace and the cleanliness
But not every pharmacy sells one by one to ask 😭"
236520701_08,236520701,挖靠樓上打az 就那麼多副作用 害我不敢打 光是副作用就覺得是在折磨自己,2021-7-20,"Digging upstairs to hit AZ so many side effects, I dare not play alone, and I feel that I am torturing myself."
236520701_09,236520701,因為打針之後免疫力下降 自然就會嘴破 我有家人也是這樣,2021-7-20,"Because the immunity decreases after injections, it will naturally break my family."
236520701_10,236520701,流血+1 我打完後月經大亂，提前兩周，斷不乾淨，血絲快一個月,2021-7-20,"Bleeding +1 I have a menstrual chaos after the fight. Two weeks in advance, it is not clean, the bloodshot is almost a month"
236520701_11,236520701,我也是打AZ第一劑 嘴破一個禮拜（後來我用漱口水漱口兩天自行癒合了）,2021-7-20,I also broke the first dose of AZ for a week (later I healed it by myself with mouthwash and mouthwash)
236520701_12,236520701,我是打az 有人眼窩也會痛的嗎？,2021-7-20,Is it painful to hit AZ? Does anyone have an eye socket?
236520701_13,236520701,好可怕😓我平時稍微喝咖啡就會心悸，頭暈想吐也是常常發生，健康檢查血壓都是過低的紅字，感覺您出現的症狀我平時就有，真的好擔心因打疫苗而產生嚴重的反應,2021-7-21,It's terrible. I usually drink coffee with a little coffee. Dizziness and vomiting often occur. Health checking blood pressure is too low. I feel that you usually have the symptoms. reaction
236520701_14,236520701,"我也是會暈
我是7/7打莫德納 7/8傍晚發燒
隔天起床後 除了手臂痛之外都沒事
沒想到 17號開始
突然會喘、會暈、雙手還會抖 沒什麼力氣
體溫還一直忽上忽下 上升時心跳會跳超快
接連三天都這樣 我今天去台大掛家醫科被轉到急診
但心電圖、X光、驗尿、抽血都沒什麼問題
醫生也說隔十天後才突然又有症狀有點怪
但目前找不到原因 也無法確定跟疫苗有直接相關
讓我再回家觀察 發燒再回去急診🥲",2021-7-23,"I can dizzy too
I hit Modner 7/7 in the evening of 7/8 in the evening
After getting up the next day, it is okay except the arm pain
I didn’t expect to start on the 17th
Suddenly you can breathe, dizzy, and have no strength to shake your hands
The body temperature will continue to rise and down, the heartbeat will jump super fast when the heartbeat will be fast
Three days in a row, I went to the National Taiwan University to be transferred to the emergency department today
But there is no problem with ECG, X -ray, urine testing, and blood drawing
The doctor also said that the symptoms were a bit strange after ten days after ten days.
But the reason is not found at present or it is not determined to be directly related to the vaccine
Let me go home and observe the fever before going back to the emergency department 🥲"
236520701_15,236520701,我很容易心悸⋯前陣子因為太熱昏倒過 很怕打完的副作用😰😢😢,2021-7-23,I can easily feel palpitations. I was afraid of the side effects of the fight because I was too hot.
236520701_16,236520701,我三個同事打完也是嘴巴破,2021-7-23,My three colleagues have broken mouth after playing
236520701_17,236520701,建議趕快去台大醫院掛耳鼻喉科，記得要跟醫生說明你是打莫德納疫苗後才出現症狀，因為上週有在他們醫院施打莫德納的病人有類似症狀，後續台大醫院有給藥進行治療，他們應該會比較有經驗！,2021-7-26,"It is recommended to go to the Department of Organic Department of the National Taiwan University Hospital. Remember to explain to the doctor that you have symptoms after you are vaccinated by Modner, because there are similar symptoms in the patients who hit Modner in their hospital last week. For treatment, they should have more experience!"
236520701_18,236520701,打完第二天起床也覺得眼窩痛 特別是轉動眼珠的時候 有一種肌肉被反方向拉扯感覺 大概持續幾個小時就舒緩了,2021-7-26,"After getting up the next day, I feel that the eye socket hurts, especially when I rotate the eyes. There is a kind of muscle being pulled in the opposite direction. It feels about a few hours."
236520701_19,236520701,我還在認真思考要不要去打 最近身體還蠻不ok的,2021-7-28,"I am still thinking about it seriously, whether to fight to fight recently, it's not OK"
236520701_20,236520701,請問有人打完是會有點小咳嗽嗎,2021-7-28,Will someone cough a little cough after playing?
236520701_21,236520701,乾我也是！打疫苗前都沒事打完以後狂破，超痛！,2021-7-30,"Do me too! Before the vaccine, there was nothing to do after playing, it was so painful!"
237131051_01,237131051,打完那隻手緊繃、微酸 還有肚子痛？（應該跟疫苗有關吧🥲,2021-10-2,"After that hand is tight, slightly sour, and stomach pain? (It should be related to the vaccine 疫"
237131051_02,237131051,一堆老人還沒打，要不要臉阿，讓出來好嗎,2021-10-3,"A bunch of elderly people have not been fighting yet, do you want to be shameful, let's let it go, okay?"
237131051_03,237131051,B2講話不用這麼偏激吧 不偷也不搶的,2021-10-3,"B2 Speech, don’t have to be so extreme, don’t steal or grab"
237131051_04,237131051,我的話是手超級痛不是酸痛的那種痛,2021-10-3,My words are the pain of super pain in hand
237131051_05,237131051,我我我 肚子痛兩天！！,2021-10-3,I am two days in my stomach! Intersection
237131051_06,237131051,我是沒感覺到副作用，只有打完第一個夜晚感覺有點熱，量了體溫之後是37度，然後第二第三第四天只有打針地方痛，然後沒了。,2021-10-5,"I did n’t feel the side effects. I only felt a little hot after the first night after playing. After measuring the body temperature, it was 37 degrees, and then there was only injections in the second and fourth day of the third and fourth day, and then gone."
237131051_07,237131051,"今天是我打完的第六天
昨天晚上被心臟痛到從床上坐起來
呼吸變急促 心跳很快
打完隔天就有在抽痛了
雖然有看醫生 開了藥 但只有吃完藥那段時間比較好 久一點又會這樣
今天在猶豫要不要急診🥲
現在還在不舒服中
但是好像沒有到急診那麼嚴重
但今天又沒有門診
真的很糾結…",2021-10-5,"Today is the sixth day I finished
Last night, I was sore by my heart to sit up from the bed
Breathing rapidly heartbeat quickly
After playing the next day, I was suffering from pain
Although I have seen the doctor for prescribing medicine, it is better to take the medicine for a long time.
I am hesitant to be an emergency today 今天
It's still uncomfortable
But it seems not as serious as the emergency department
But there is no clinic today
Really tangled ..."
237131051_08,237131051,除了注射部位疼痛 其他沒有任何副作用,2021-10-5,No other side effects except pain in the injection site
237131051_09,237131051,第一劑注射部位疼痛、骨疼痛,2021-10-5,"Pain in the injection site, pain"
237131051_10,237131051,我9/29打的，全身很沒力氣，無時無刻會頭暈，呼吸覺得很累，非常嗜睡。 然後我今天開始喉嚨痛，然後覺得噁心，但是頭暈比較減緩了，但是還是覺得非常累,2021-10-5,"I played 9/29, and my body was very weak. I would dizzy all the time, and my breathing felt tired and very lethargic. Then I started my sore throat today, and then felt nauseous, but my dizziness slowed down, but I still felt very tired"
237131051_11,237131051,手臂痠痛、發燒、全身痠痛、胸悶、胸口偶爾刺痛、偶爾想吐,2021-10-6,"Sore arms, fever, whole body soreness, chest tightness, occasional tingling on the chest, occasionally want to vomit"
237131051_12,237131051,手臂酸痛、低燒（感覺身上在發熱但體溫大約37.5）但大概48小時後沒事，嗜睡、生理期遲來持續到現在。 昨晚打完第四天睡覺時有短暫心悸,2021-10-7,"Sore arm sore, low fever (feel that the body is fever but about 37.5) but it is okay after about 48 hours. The drowsiness and physiological period have continued until now. There was a short heart palpitation when I slept on the fourth day last night"
237420071_01,237420071,"放心，你有一堆人陪伴著…

我也是打完胸口悶又緊，呼吸吸太大力胸口就會痛，簡單來說早知別打垃圾疫苗，害我睡覺、工作、洗澡都被影響",2022-3-7,"Don't worry, you have a bunch of people with ...

I also tight my chest tightness and tightness, and my breath and sucking too much my chest will hurt. Simply put, I know that I do n’t have a garbage vaccine, which hurts me to sleep, work, and bath."
237420071_02,237420071,公司政府要求要打打完，變成公司扣我考績的理由還可能面臨被遣散理由，我真得很難，他們認為我是故意的！醫院不敢打證明澄清此事有關只口頭說很多人都這樣⋯,2022-3-7,"The company's government asked to finish it, and the reason for becoming a company's deduction of my performance may also face the reason for being dismissed. I am really difficult. They think I was intentional! The hospital dares not to prove to clarify that this matter is about to say that many people are like this ..."
237420071_03,237420071,不要拿自己身體開玩笑，我光這次打完疫苗發生一堆問題，不知道花多少醫藥費,2022-3-7,Don’t make a joke with your own body. I just have a bunch of problems in the vaccine this time. I don’t know how much medical expenses it costs.
237420071_04,237420071,我也是啊每個月醫院報到打針吃藥一筆冤枉開銷以為自己沒有慢性病哪知道，舊傷會反覆一直發作，全身檢查照電光燈沒問題只能開消炎止痛還有打針緩解，人生跟廢了沒兩樣發病只能請假！沒有任何輔助方案,2022-3-10,I also ’s too. The hospital reports to the hospital every month to take medicine and take medicine. I think I do n’t know if I do n’t have a chronic disease. The old injury will have been repeatedly occurred. Two diseases can only be taken leave! No auxiliary solution
237420071_05,237420071,建議看臺北聯合陽明 胸腔科 蘇一峰，給他看後好非常多….,2022-3-10,It is recommended to see Su Yifeng in Taipei Union Yangming's thoracic department.
237420071_06,237420071,我不是胸腔我是脊椎受傷復發！舊傷這種他只能打兩種針末梢血液和消炎止痛，三四年沒有通過了打完疫苗才開始，沒醫了，推給疫苗別人也只會說你原本就有傷,2022-3-12,"I am not a thoracic cavity. Old injuries can only take two kinds of needle peripheral blood and anti -inflammatory pain. In three or four years, he did not pass the vaccine in three or four years. He did not do medical. Pushing others would only say that you had injuries."
245678542_01,245678542,一直以來都一大堆 我也不太懂 有副作用po 沒副作用的也po 有時候只是想上來看一些相關新聞 滿滿的都是疫苗心得... 直接關掉 又不是有特殊症狀 都一些常見症狀 是要po上來幹嘛,2021-9-26,"I have always been a lot of side effects. PO has no side effects. Sometimes, I just want to see some related news. I ’m full of vaccine experience ... Do n’t have special symptoms directly without special symptoms. What are you going to come up?"
236430891_01,236430891,長者因為免疫反應比較弱的關係 反而對疫苗的副作用沒有像年輕人來得高唷 不用太擔心啦😌,2021-6-15,The elderly do not have the side effects of the vaccine because of the weak immune response relationship.
236430891_02,236430891,你讓一個72歲的老人自己排隊去打， 以常識來說，不太好吧？！ 當然你們覺得沒關係， 或老人家自己覺得ok， 那就自己去吧！ 副作用，施打疫苗的人會告訴你。,2021-6-15,"You let a 72 -year -old man lined up to fight by himself. In terms of common sense, isn't it good? Intersection Of course, you feel that it doesn't matter, or the elderly think it is OK, then go yourself! Side effects, people who are vaccine will tell you."
236430891_03,236430891,老人家副作用比年輕人小 能打就趕快去打,2021-6-15,"The side effects of the old man are more small than young people, and you can quickly fight"
236430891_04,236430891,阿公87歲 昨天打完一整天都沒事 但是今天開始頭痛體溫37.1 好像也還好🤔 只是說什麼睡不著跟沒有食慾這樣 其實真的蠻擔心的😩看他不舒服心裡蠻難受,2021-6-16,"Grandpa was 87 years old and finished all day yesterday, but today I started headache and body temperature 37.1. It seems fortunate that I just say what I can't sleep and have no appetite. I really worry about it."
236430891_05,236430891,阿嬤73歲6/15早上十點左右打一針，到晚上八點開始發燒到耳溫39度，九點多吃一顆panadol ，到十點半還是39度，11:30降到38.2，凌晨12點多再吃一顆藥，然後今天一整天都耳溫38度左右（早上醒來就沒再吃藥了，因為阿嬤不會覺得不舒服，而且精神食慾都正常） 總之除了發燒之外沒有任何不舒服,2021-6-17,"Grandma 73 years old at about 10 o'clock in the morning, starting at 8 o'clock in the evening to 39 degrees of ear temperature, eating a Panadol at 9 o'clock, 39 degrees at 10:30, 11:30 to 38.2, 11: 30 to 38.2, 11: 30 to 38.2. Take another medicine at 12 am, and then the ear temperature is about 38 degrees all day today (I woke up in the morning, I didn't take medicine anymore, because Grandma would not feel uncomfortable, and my mental appetite was normal. There is no discomfort outside"
236430891_06,236430891,阿公87歲 6/15下午打完 當天沒什麼不舒服 16.17兩天都有點發燒，晚上也睡不著 跟 @b12差不多情況 好擔心😢 雖然副作用多少都有，還是會怕他身體承受不住,2021-6-20,"Grandpa 87 -year -old 6/15 was not uncomfortable on the day of the afternoon 16.17, and two days had a fever in two days, and I couldn't sleep at night. I was so worried that although the side effects were somewhat, they would still be afraid that his body could not bear it."
223567890_01,223567890,我們她媽的有得選嗎⋯,2021-6-10,Do we have to choose?
223567890_02,223567890,只想打bnt,2021-6-10,Just want to hit BNT
223567890_03,223567890,如果只剩國慘疫苗 我寧願打聯亞 高端留給817跟1450就好,2021-6-10,"If there is only a tragic vaccine left, I would rather leave the United States high -end to leave 817 and 1450"
223567890_04,223567890,高端有上市跟聯亞沒上市，高端製程是台康生技用CHO代工生產，聯亞也是一樣CHO，但我比較相信我同學的手😂～ 就醬子。因為蛋白質每一批純化出來活性是有些微差異的，整個製程非常的瑣碎，如果真的很想知道專業的文章，我可以寫一篇上傳到我的部落格或是拍攝YT影片跟各位晚輩說明一下。,2021-6-10,"The high -end listing is not listed on the Lianya. The high -end process is produced by the Taikang Biotechnology for its CHO foundry. The same Cho is the same, but I believe that my classmates' hands are 😂 ~ just sauce. Because each batch of protein is purified, the activity is slightly different, and the entire process is very trivial. If I really want to know professional articles, I can write an article uploading to my blog or shooting YT videos to explain it. one time."
223567890_05,223567890,這種專業知識，是醫學背景的有意見沒話說。 一堆低能看個台媒製懶人包忽然都變專家，我要打這個不要打那個，這個好爛那個好危險。 就一群外行人意見最多 可憐,2021-6-10,"This kind of professional knowledge is a medical background. A bunch of low -capacity watching a Taiwanese lazy bag suddenly changed to experts. I want to hit this, don't fight and that, this is so rotten and dangerous. The most pity on a group of foreigners is the most pitiful"
223567890_06,223567890,感覺之前在擋國外疫苗就是為了國慘疫苗拼上市和股票…. 可撥,2021-6-10,It feels that before the blocking foreign vaccine is to go public and stock for the country's tragic vaccine ....
223567890_07,223567890,在英國的小小路過 說實在啦 什麼疫苗你打了還是要小心啊 又不是打了就不會確診，只是重症率降低90%以上這樣 阿對了 我打完兩劑AZ了 沒什麼大礙 供你們參考,2021-6-10,"In the British little, you really have to be a vaccine. You still have to be careful if you do n’t play it, but you will not be confirmed, but the severe increase rate will be reduced by more than 90%. refer to"
223567890_08,223567890,不想成為實驗老鼠，打了以後一堆副作用就完了,2021-6-10,I don’t want to be an experimental mouse.
223567890_09,223567890,看了這篇報導只覺得陳培哲老師好有骨氣，敢說真話，我嫌太慢自己在網路上講也不用承受什麼，因為我只是小咖，他是我們分醫所合聘教授，台灣肝炎的權威，陳定信前輩過世後，換陳老師接起台灣肝炎任務這個重擔了。,2021-6-10,"After reading this report, I only felt that Teacher Chen Peizhe was so bone and dare to tell the truth. I think I do n’t have to bear anything on the Internet because I am just a small coffee. The authority, after Chen Dingxin died, changed Mr. Chen to take over the burden of Taiwan's hepatitis mission."
223567890_10,223567890,本來就不應該為了利益炒股票啊… 本來高端好端端的，好像他們的努力都沒有被看見，台灣就這麼小，人才都直接外流，我博士畢業以後照樣選擇出國，台灣待遇就太差，除非我自己留在台灣創業，不然也只能先跟著別人走。沒資金成本怎麼搞創新，搞新的研發技術，通通都拿去玩人工智慧了，這就是科技部部長陳良基不對的地方了，綠政府花那麼少錢投資還想高報酬回流生技業者，真的貪心，不懂得真正的謙虛和謙卑，只會用嘴巴講，身體都做不到。莫非綠營這麼省是因為客家血統？但我們客家人才沒那麼貪，嘈。,2021-6-10,"Originally, we shouldn't speculate in stocks ... It was originally high -end and good, as if their efforts were not seen. Taiwan was so small, and talents were directly out. After graduating from graduation, I still chose to go abroad. Stay in Taiwan to start a business, otherwise you can only follow others first. How to do innovation in the cost of no funds and engage in new research and development technologies, and all have played artificial intelligence. This is where the Minister of Science and Technology Chen Liangji is wrong. Really greedy, I do n’t know how to be modest and humble. I only talk with my mouth and I ca n’t do my body. Could it be that the green camp saves so much because of the Hakka pedigree? But our Hakka talents are not so greedy and noisy."
223567890_11,223567890,真的，我覺得研發疫苗是台灣必走的路，我們的國際地位跟窘境大家應該都知道，而且要是疫苗研發起來，有國際認證，國外找我們代工或是跟我們買，股票根本不用炒好嗎@@這對我們要進世衛等等的組織有一定的強度，只是可能要耕耘好幾年，也得要我們撐下去就是了🥲 希望我們都好好的,2021-6-10,"Really, I think that research and development vaccine is a must -have for Taiwan. Everyone should know our international status and dilemma, and if the vaccine is developed, there are international certifications, we will find us in foreign countries or buy it with us. Stir -fry @@ This has a certain strength for our organizations that we want to enter WHO, but we may have to work for several years, and we have to support us."
223567890_12,223567890,莫德納跟輝瑞有90幾% AZ打完第二劑 保護力有81% 目前市面上其他疫苗，保護力大約在50～90%之間 有說國產疫苗至少要高於AZ的保護力，安全性高，副作用比較少的樣子，但實際保護力到達多少，還是需要時間來驗證吧！ 如果保護力數據不錯，又沒什麼副作用，倒是可以考慮，不過目前比較看好聯亞的疫苗 台灣已經很強了！這麼小一個國家研發疫苗 這就跟糧食一樣，買糧食進口比較便宜，何必要自己種，但哪天糧食危機，人人自危誰管你呢 ～留點後路還是比較好，至於效果，就看後續吧！,2021-6-10,"Modner and Pfizer have 90% AZ after the second dose of protection and 81%. At present, other vaccines on the market are currently on the market. The protection power is about 50-90%. It looks like high sexual and has less side effects, but how much actual protection can reach, it still takes time to verify! If the protection data is good and there are no side effects, it can be considered, but it is more optimistic about the vaccine in Lianya. Taiwan is already very strong! Such a small country develops vaccines. This is the same as food. It is cheaper to buy food imports. Why do you need to grow yourself? Look at the follow -up!"
